"HHID","prcid","pltid","a3aq40a","a3aq40b","a3aq40c","line","PID","female","cropID","a4aq8","a5aq8","yield","lnvalue","lnarea","year"
223300110603,1,1,1,2,NA,1,2233001106030,0,741,0.25,0,0,0,0.22314355131421,2010
223300110608,21,1,1,3,4,1,22330011060801,1,210,0.25,0,0,0,0.22314355131421,2010
223300110608,21,1,1,3,4,1,22330011060801,1,130,0.25,0,0,0,0.22314355131421,2010
223300110608,21,2,1,3,4,1,22330011060801,1,630,0.25,0,0,0,0.22314355131421,2010
223300110608,1,1,1,3,4,1,22330011060801,1,210,0.5,30000,60000,10.3089859934221,0.405465108108164,2010
223300110608,1,1,1,3,4,1,22330011060801,1,741,0.5,0,0,0,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,770,0.5,0,0,0,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,741,0.5,0,0,0,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,130,0.5,0,0,0,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,810,0.5,25000,50000,10.1266711030504,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,210,0.5,16000,32000,9.68040649926887,0.405465108108164,2010
2233001107,2,1,1,2,3,1,223300110701,0,630,0.5,0,0,0,0.405465108108164,2010
2233001107,21,1,1,2,3,1,223300110701,0,130,0.5,0,0,0,0.405465108108164,2010
2233001107,21,1,1,2,3,1,223300110701,0,210,0.5,17000,34000,9.74102744483773,0.405465108108164,2010
2233001107,22,1,1,2,3,1,223300110701,0,210,1,40000,40000,10.5966597327836,0.693147180559945,2010
2233001107,22,1,1,2,3,1,223300110701,0,630,1,0,0,0,0.693147180559945,2010
2233001107,22,1,1,2,3,1,223300110701,0,130,1,0,0,0,0.693147180559945,2010
2233001107,1,1,1,NA,NA,1,223300110701,0,741,0.5,0,0,0,0.405465108108164,2010
2233001108,1,1,2,3,4,2,223300110802,1,630,0.75,0,0,0,0.559615787935423,2010
2233001108,1,1,2,3,4,2,223300110802,1,741,0.75,25000,33333.3333333333,10.1266711030504,0.559615787935423,2010
2233001108,1,2,2,NA,NA,2,223300110802,1,620,0.25,0,0,0,0.22314355131421,2010
2233001108,21,1,1,2,3,1,223300110801,0,210,1,0,0,0,0.693147180559945,2010
2233001108,21,1,1,2,3,1,223300110801,0,130,1,0,0,0,0.693147180559945,2010
2233001109,22,2,1,NA,NA,1,223300110901,1,141,0.25,0,0,0,0.22314355131421,2010
2233001109,22,1,1,NA,NA,1,223300110901,1,130,0.25,0,0,0,0.22314355131421,2010
2233001109,2,1,1,NA,NA,1,223300110901,1,741,0.25,0,0,0,0.22314355131421,2010
2233001109,2,1,1,NA,NA,1,223300110901,1,210,0.25,0,0,0,0.22314355131421,2010
2233001109,2,1,1,NA,NA,1,223300110901,1,810,0.25,40000,160000,10.5966597327836,0.22314355131421,2010
2233001109,21,1,1,NA,NA,1,223300110901,1,630,1,0,0,0,0.693147180559945,2010
2233001109,21,1,1,NA,NA,1,223300110901,1,210,1,110000,110000,11.6082447356423,0.693147180559945,2010
2233001109,21,1,1,NA,NA,1,223300110901,1,130,1,0,0,0,0.693147180559945,2010
2233001110,1,2,2,3,4,2,223300111002,1,210,0.25,160000,640000,11.9829353441964,0.22314355131421,2010
2233001110,1,2,2,3,4,2,223300111002,1,130,0.25,0,0,0,0.22314355131421,2010
2233001110,2,1,2,3,4,2,223300111002,1,741,0.5,6000,12000,8.69968140098951,0.405465108108164,2010
2233001110,1,1,2,3,4,2,223300111002,1,741,0.5,200000,400000,12.2060776455177,0.405465108108164,2010
2233001402,1,2,1,2,3,1,223300140201,0,210,0.5,150000,300000,11.9183972397228,0.405465108108164,2010
2233001402,2,1,1,2,3,1,223300140201,0,630,0.5,0,0,0,0.405465108108164,2010
2233001402,1,1,1,2,3,1,223300140201,0,130,0.5,0,0,0,0.405465108108164,2010
2233001402,1,1,1,2,3,1,223300140201,0,210,0.5,37500,75000,10.5321228782696,0.405465108108164,2010
2233001403,1,8,2,3,4,2,223300140302,1,630,0.25,0,0,0,0.22314355131421,2010
2233001403,1,5,1,2,3,1,223300140301,0,630,0.25,0,0,0,0.22314355131421,2010
2233001403,1,2,1,2,4,1,223300140301,0,141,0.25,0,0,0,0.22314355131421,2010
2233001403,1,7,1,2,3,1,223300140301,0,630,0.25,0,0,0,0.22314355131421,2010
2233001403,1,1,1,2,3,1,223300140301,0,130,0.5,0,0,0,0.405465108108164,2010
2233001403,1,1,1,2,3,1,223300140301,0,210,0.5,100000,200000,11.5129354649202,0.405465108108164,2010
2233001403,1,3,1,2,4,1,223300140301,0,210,0.25,100000,400000,11.5129354649202,0.22314355131421,2010
2233001406,22,1,2,3,4,2,223300140602,1,130,0.25,0,0,0,0.22314355131421,2010
2233001406,1,1,1,2,3,1,223300140601,0,630,0.25,0,0,0,0.22314355131421,2010
2233001406,1,1,1,2,3,1,223300140601,0,210,0.25,0,0,0,0.22314355131421,2010
2233001406,1,1,1,2,3,1,223300140601,0,130,0.25,0,0,0,0.22314355131421,2010
2233001406,21,1,2,3,4,2,223300140602,1,221,0.25,0,0,0,0.22314355131421,2010
2233001406,21,1,2,3,4,2,223300140602,1,130,0.25,0,0,0,0.22314355131421,2010
2233001407,21,1,1,2,3,1,223300140701,0,130,0.5,60000,120000,11.002116507732,0.405465108108164,2010
2233001407,1,1,1,2,3,1,223300140701,0,130,0.5,40000,80000,10.5966597327836,0.405465108108164,2010
2233001407,1,1,1,2,3,1,223300140701,0,210,0.5,60000,120000,11.002116507732,0.405465108108164,2010
2233001407,2,4,1,2,3,1,223300140701,0,810,0.25,8000,32000,8.98732181285012,0.22314355131421,2010
2233001407,2,1,1,2,3,1,223300140701,0,620,0.5,42000,84000,10.6454487065059,0.405465108108164,2010
2233001407,2,2,1,2,3,1,223300140701,0,741,0.5,24000,48000,10.0858507751287,0.405465108108164,2010
2233001407,2,3,1,2,3,1,223300140701,0,630,0.75,0,0,0,0.559615787935423,2010
2233001408,1,3,1,2,NA,1,223300140801,0,630,0.25,0,0,0,0.22314355131421,2010
2233001408,1,2,1,2,NA,1,223300140801,0,141,0.200000002980232,10000,49999.999254942,9.21044036697652,0.182321559277481,2010
2233001408,1,1,1,2,NA,1,223300140801,0,741,0.200000002980232,0,0,0,0.182321559277481,2010
2233001408,1,1,1,2,NA,1,223300140801,0,810,0.200000002980232,8000,39999.9994039536,8.98732181285012,0.182321559277481,2010
2233001408,1,5,1,2,NA,1,223300140801,0,620,0.00999999977648258,0,0,0,0.00995033063186371,2010
2233001408,1,4,1,2,NA,1,223300140801,0,130,0.25,10000,40000,9.21044036697652,0.22314355131421,2010
2233001408,1,4,1,2,NA,1,223300140801,0,630,0.25,0,0,0,0.22314355131421,2010
2233001410,2,1,1,2,NA,1,223300141001,0,130,0.5,0,0,0,0.405465108108164,2010
2233001410,1,3,1,2,NA,1,223300141001,0,630,0.300000011920929,0,0,0,0.262364273637436,2010
2233001410,21,1,1,2,NA,1,223300141001,0,130,1.5,0,0,0,0.916290731874155,2010
2233001410,1,1,1,2,NA,1,223300141001,0,130,0.5,0,0,0,0.405465108108164,2010
2233001410,1,2,1,2,NA,1,223300141001,0,210,0.200000002980232,0,0,0,0.182321559277481,2010
2233001803,1,1,2,3,NA,2,223300180302,1,741,0.5,0,0,0,0.405465108108164,2010
2233001803,1,1,2,3,NA,2,223300180302,1,210,0.5,0,0,0,0.405465108108164,2010
2233001803,2,1,2,3,NA,2,223300180302,1,130,0.5,0,0,0,0.405465108108164,2010
2233001803,2,1,2,3,NA,2,223300180302,1,210,0.5,0,0,0,0.405465108108164,2010
2233001803,3,1,2,3,NA,2,223300180302,1,210,0.5,0,0,0,0.405465108108164,2010
2233001803,3,1,2,3,NA,2,223300180302,1,810,0.5,0,0,0,0.405465108108164,2010
2233001803,3,1,2,3,NA,2,223300180302,1,741,0.5,0,0,0,0.405465108108164,2010
2233001804,1,2,1,2,3,1,223300180401,0,210,1.5,50000,33333.3333333333,10.8197982842103,0.916290731874155,2010
2233001804,2,1,1,2,3,1,223300180401,0,210,1,50000,50000,10.8197982842103,0.693147180559945,2010
2233001804,2,1,1,2,3,1,223300180401,0,130,1,0,0,0,0.693147180559945,2010
2233001804,1,1,1,2,3,1,223300180401,0,741,0.5,0,0,0,0.405465108108164,2010
2233001804,1,1,1,2,3,1,223300180401,0,630,0.5,0,0,0,0.405465108108164,2010
2233001804,1,1,1,2,3,1,223300180401,0,210,0.5,25000,50000,10.1266711030504,0.405465108108164,2010
2233001804,1,1,1,2,3,1,223300180401,0,810,0.5,0,0,0,0.405465108108164,2010
2233001805,21,1,1,2,NA,1,223300180501,1,130,0.150000005960464,0,0,0,0.139761947558171,2010
2233001805,21,1,1,2,NA,1,223300180501,1,630,0.150000005960464,0,0,0,0.139761947558171,2010
2233001805,21,1,1,2,NA,1,223300180501,1,210,0.150000005960464,0,0,0,0.139761947558171,2010
2233001805,1,1,1,2,NA,1,223300180501,1,741,0.25,20000,80000,9.90353755128617,0.22314355131421,2010
2233001805,1,1,1,2,NA,1,223300180501,1,210,0.25,0,0,0,0.22314355131421,2010
2233001805,1,1,1,2,NA,1,223300180501,1,810,0.25,0,0,0,0.22314355131421,2010
2233001805,1,1,1,2,NA,1,223300180501,1,130,0.25,0,0,0,0.22314355131421,2010
2233001806,1,3,1,2,NA,1,223300180601,1,210,0.5,0,0,0,0.405465108108164,2010
2233001806,1,3,1,2,NA,1,223300180601,1,630,0.5,0,0,0,0.405465108108164,2010
2233001806,1,2,1,2,NA,1,223300180601,1,210,0.5,0,0,0,0.405465108108164,2010
2233001806,1,2,1,2,NA,1,223300180601,1,130,0.5,0,0,0,0.405465108108164,2010
2233001806,2,1,1,2,NA,1,223300180601,1,630,1,0,0,0,0.693147180559945,2010
2233001806,1,1,1,2,NA,1,223300180601,1,810,2,0,0,0,1.09861228866811,2010
2233001806,1,1,1,2,NA,1,223300180601,1,741,2,80000,40000,11.2897944135779,1.09861228866811,2010
2233001806,1,1,1,2,NA,1,223300180601,1,210,2,0,0,0,1.09861228866811,2010
2233001807,1,1,2,3,4,2,223300180702,1,810,0.200000002980232,0,0,0,0.182321559277481,2010
2233001807,1,1,2,3,4,2,223300180702,1,741,0.200000002980232,0,0,0,0.182321559277481,2010
2233001807,1,1,2,3,4,2,223300180702,1,630,0.300000011920929,0,0,0,0.262364273637436,2010
2233001807,2,1,2,3,4,2,223300180702,1,640,0.0500000007450581,0,0,0,0.0487901648790111,2010
2233001807,1,2,2,3,4,2,223300180702,1,620,0.300000011920929,0,0,0,0.262364273637436,2010
2233001807,2,2,2,3,4,2,223300180702,1,210,0.200000002980232,0,0,0,0.182321559277481,2010
223300180704,1,2,1,2,3,1,22330018070401,0,210,0.5,0,0,0,0.405465108108164,2010
223300180704,1,2,1,2,3,1,22330018070401,0,741,0.5,0,0,0,0.405465108108164,2010
223300180704,1,1,1,2,3,1,22330018070401,0,130,1,0,0,0,0.693147180559945,2010
223300180704,1,1,1,2,3,1,22330018070401,0,210,1,70000,70000,11.1562648066437,0.693147180559945,2010
223300180704,2,1,1,2,3,1,22330018070401,0,620,1,0,0,0,0.693147180559945,2010
223300180704,1,3,1,2,3,1,22330018070401,0,310,0.5,0,0,0,0.405465108108164,2010
2233001809,1,1,1,2,3,1,223300180901,0,210,0.25,0,0,0,0.22314355131421,2010
2233001809,1,1,1,2,3,1,223300180901,0,741,0.25,36000,144000,10.4913019948302,0.22314355131421,2010
2233001809,1,2,1,2,3,1,223300180901,0,130,0.5,30000,60000,10.3089859934221,0.405465108108164,2010
2233001809,1,2,1,2,3,1,223300180901,0,210,0.5,24000,48000,10.0858507751287,0.405465108108164,2010
2233001809,21,1,1,2,3,1,223300180901,0,210,0.5,0,0,0,0.405465108108164,2010
2233001809,21,1,1,2,3,1,223300180901,0,130,0.5,0,0,0,0.405465108108164,2010
2233001809,21,2,1,2,3,1,223300180901,0,620,0.5,0,0,0,0.405465108108164,2010
2233001810,1,1,1,2,8,1,223300181001,1,630,0.5,0,0,0,0.405465108108164,2010
2233001810,1,1,1,2,8,1,223300181001,1,741,0.5,36000,72000,10.4913019948302,0.405465108108164,2010
2233001810,21,1,1,2,8,1,223300181001,1,130,0.75,0,0,0,0.559615787935423,2010
2233001810,21,1,1,2,8,1,223300181001,1,210,0.75,0,0,0,0.559615787935423,2010
2233001810,21,2,1,2,8,1,223300181001,1,620,0.25,0,0,0,0.22314355131421,2010
2233002201,1,2,1,3,4,1,223300220101,1,130,0.5,0,0,0,0.405465108108164,2010
2233002201,1,2,1,3,4,1,223300220101,1,210,0.5,0,0,0,0.405465108108164,2010
2233002201,2,1,1,4,6,1,223300220101,1,630,0.25,7500,30000,8.92279162396964,0.22314355131421,2010
2233002201,1,1,1,3,4,1,223300220101,1,741,0.25,0,0,0,0.22314355131421,2010
2233002201,1,1,1,3,4,1,223300220101,1,210,0.25,0,0,0,0.22314355131421,2010
2233002201,1,1,1,3,4,1,223300220101,1,810,0.25,0,0,0,0.22314355131421,2010
2233002201,1,3,1,4,3,1,223300220101,1,620,0.25,0,0,0,0.22314355131421,2010
2233002202,1,4,2,NA,NA,2,223300220202,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
2233002202,1,2,2,3,5,2,223300220202,1,210,0.5,0,0,0,0.405465108108164,2010
2233002202,1,2,2,3,5,2,223300220202,1,130,0.5,0,0,0,0.405465108108164,2010
2233002202,1,2,2,3,5,2,223300220202,1,630,0.5,0,0,0,0.405465108108164,2010
2233002202,1,1,2,3,5,2,223300220202,1,741,0.200000002980232,0,0,0,0.182321559277481,2010
2233002202,1,1,2,3,5,2,223300220202,1,210,0.200000002980232,0,0,0,0.182321559277481,2010
2233002202,1,1,2,3,5,2,223300220202,1,630,0.200000002980232,0,0,0,0.182321559277481,2010
2233002202,1,6,2,NA,NA,2,223300220202,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
2233002202,1,7,1,2,5,1,223300220201,0,630,0.100000001490116,0,0,0,0.0953101811589757,2010
2233002202,1,3,2,5,NA,2,223300220202,1,630,0.100000001490116,0,0,0,0.0953101811589757,2010
2233002203,2,1,2,3,4,2,223300220302,1,620,0.25,0,0,0,0.22314355131421,2010
2233002203,21,1,NA,NA,1,1,223300220301,0,130,1,0,0,0,0.693147180559945,2010
2233002203,21,1,NA,NA,1,1,223300220301,0,210,1,200000,200000,12.2060776455177,0.693147180559945,2010
2233002203,1,1,1,2,3,1,223300220301,0,130,0.5,0,0,0,0.405465108108164,2010
2233002203,1,1,1,2,3,1,223300220301,0,741,0.5,0,0,0,0.405465108108164,2010
2233002203,1,1,1,2,3,1,223300220301,0,210,0.5,0,0,0,0.405465108108164,2010
2233002204,1,4,1,2,NA,1,223300220401,1,620,0.200000002980232,0,0,0,0.182321559277481,2010
2233002204,1,2,1,2,NA,1,223300220401,1,130,0.300000011920929,3600,11999.9995231629,8.18896686364888,0.262364273637436,2010
2233002204,1,2,1,2,NA,1,223300220401,1,630,0.300000011920929,0,0,0,0.262364273637436,2010
2233002204,1,2,1,2,NA,1,223300220401,1,210,0.300000011920929,8000,26666.6656070286,8.98732181285012,0.262364273637436,2010
2233002204,1,3,1,2,NA,1,223300220401,1,741,0.25,0,0,0,0.22314355131421,2010
2233002204,1,3,1,2,NA,1,223300220401,1,210,0.25,0,0,0,0.22314355131421,2010
2233002204,1,1,1,2,NA,1,223300220401,1,130,0.25,9000,36000,9.10509096125709,0.22314355131421,2010
2233002205,1,1,2,3,4,2,223300220502,1,210,1,120000,120000,11.6952553550628,0.693147180559945,2010
2233002205,1,1,2,3,4,2,223300220502,1,780,1,0,0,0,0.693147180559945,2010
2233002205,1,1,2,3,4,2,223300220502,1,770,1,90000,90000,11.4075760603618,0.693147180559945,2010
2233002205,1,1,2,3,4,2,223300220502,1,720,1,0,0,0,0.693147180559945,2010
2233002205,1,1,2,3,4,2,223300220502,1,741,1,0,0,0,0.693147180559945,2010
2233002205,4,1,1,2,3,1,223300220501,0,210,1,0,0,0,0.693147180559945,2010
2233002205,4,1,1,2,3,1,223300220501,0,130,1,75000,75000,11.2252567257629,0.693147180559945,2010
2233002205,21,1,1,2,3,1,223300220501,0,130,0.5,100000,200000,11.5129354649202,0.405465108108164,2010
2233002205,21,1,1,2,3,1,223300220501,0,210,0.5,40000,80000,10.5966597327836,0.405465108108164,2010
2233002205,3,1,2,3,4,2,223300220502,1,210,0.5,80000,160000,11.2897944135779,0.405465108108164,2010
2233002205,3,1,2,3,4,2,223300220502,1,130,0.5,40000,80000,10.5966597327836,0.405465108108164,2010
2233002205,2,1,1,2,3,1,223300220501,0,741,0.5,0,0,0,0.405465108108164,2010
2233002205,2,1,1,2,3,1,223300220501,0,210,0.5,80000,160000,11.2897944135779,0.405465108108164,2010
2233002205,2,1,1,2,3,1,223300220501,0,810,0.5,108000,216000,11.5898957653227,0.405465108108164,2010
2233002206,1,1,1,NA,NA,1,223300220601,1,741,1,0,0,0,0.693147180559945,2010
2233002206,1,1,1,NA,NA,1,223300220601,1,210,1,0,0,0,0.693147180559945,2010
2233002206,1,1,1,NA,NA,1,223300220601,1,630,1,0,0,0,0.693147180559945,2010
2233002206,1,2,1,NA,NA,1,223300220601,1,130,0.5,0,0,0,0.405465108108164,2010
2233002206,1,2,1,NA,NA,1,223300220601,1,210,0.5,0,0,0,0.405465108108164,2010
2233002207,21,1,1,2,4,1,223300220701,1,810,0.400000005960464,0,0,0,0.336472240878687,2010
2233002207,21,1,1,2,4,1,223300220701,1,741,0.400000005960464,0,0,0,0.336472240878687,2010
2233002207,21,1,1,2,4,1,223300220701,1,210,0.400000005960464,0,0,0,0.336472240878687,2010
2233002207,21,1,1,2,4,1,223300220701,1,630,0.400000005960464,0,0,0,0.336472240878687,2010
2233002207,21,2,1,2,4,1,223300220701,1,130,0.600000023841858,0,0,0,0.470003644146897,2010
2233002207,21,2,1,2,4,1,223300220701,1,210,0.600000023841858,28,46.6666648123,3.36729582998647,0.470003644146897,2010
2233002208,1,1,1,2,3,1,223300220801,0,810,0.75,0,0,0,0.559615787935423,2010
2233002208,1,1,1,2,3,1,223300220801,0,210,0.75,0,0,0,0.559615787935423,2010
2233002208,1,1,1,2,3,1,223300220801,0,741,0.75,30000,40000,10.3089859934221,0.559615787935423,2010
2233002208,2,1,1,2,3,1,223300220801,0,210,0.75,75000,100000,11.2252567257629,0.559615787935423,2010
2233002208,2,1,1,2,3,1,223300220801,0,130,0.75,50000,66666.6666666667,10.8197982842103,0.559615787935423,2010
2233002208,22,1,1,2,3,1,223300220801,0,210,0.5,0,0,0,0.405465108108164,2010
2233002208,22,1,1,2,3,1,223300220801,0,130,0.5,0,0,0,0.405465108108164,2010
2233002208,21,1,1,2,3,1,223300220801,0,741,1.5,0,0,0,0.916290731874155,2010
2233002208,21,1,1,2,3,1,223300220801,0,210,1.5,360000,240000,12.7938620882062,0.916290731874155,2010
2233002208,4,1,1,2,NA,1,223300220801,0,130,0.5,0,0,0,0.405465108108164,2010
2233002208,2,2,2,3,NA,2,223300220802,1,620,0.25,0,0,0,0.22314355131421,2010
2233002209,1,1,1,NA,NA,1,223300220901,0,130,1,47000,47000,10.7579241570616,0.693147180559945,2010
2233002209,2,1,2,3,4,2,223300220902,1,210,2,9000,4500,9.10509096125709,1.09861228866811,2010
2233002209,2,1,2,3,4,2,223300220902,1,741,2,0,0,0,1.09861228866811,2010
2233002209,2,1,2,3,4,2,223300220902,1,810,2,24000,12000,10.0858507751287,1.09861228866811,2010
2233002210,3,1,1,2,3,1,223300221001,0,620,0.5,0,0,0,0.405465108108164,2010
2233002210,1,1,1,2,3,1,223300221001,0,630,5,0,0,0,1.79175946922805,2010
2233002210,1,1,1,2,3,1,223300221001,0,210,50,0,0,0,3.93182563272433,2010
2233002210,1,1,1,2,3,1,223300221001,0,130,50,0,0,0,3.93182563272433,2010
2233002210,1,1,1,2,3,1,223300221001,0,741,50,0,0,0,3.93182563272433,2010
2233002210,1,1,1,2,3,1,223300221001,0,810,5,0,0,0,1.79175946922805,2010
2233002210,2,2,1,2,3,1,223300221001,0,510,0.5,0,0,0,0.405465108108164,2010
2233002210,2,1,1,2,NA,1,223300221001,0,210,0.5,0,0,0,0.405465108108164,2010
2233002210,2,1,1,2,NA,1,223300221001,0,741,0.349999994039536,0,0,0,0.30010458803518,2010
2233002601,1,1,1,2,3,1,223300260101,0,210,0.25,0,0,0,0.22314355131421,2010
2233002601,1,1,1,2,3,1,223300260101,0,130,0.25,0,0,0,0.22314355131421,2010
2233002601,1,1,1,2,3,1,223300260101,0,741,0.25,30000,120000,10.3089859934221,0.22314355131421,2010
2233002602,1,1,1,2,NA,1,223300260201,0,810,0.75,0,0,0,0.559615787935423,2010
2233002602,1,1,1,2,NA,1,223300260201,0,130,0.75,0,0,0,0.559615787935423,2010
2233002602,1,1,1,2,NA,1,223300260201,0,741,0.75,0,0,0,0.559615787935423,2010
2233002602,1,1,1,2,NA,1,223300260201,0,210,0.75,0,0,0,0.559615787935423,2010
2233002603,2,1,1,2,3,1,223300260301,1,741,0.25,0,0,0,0.22314355131421,2010
2233002603,1,1,1,2,3,1,223300260301,1,210,0.25,0,0,0,0.22314355131421,2010
2233002603,1,1,1,2,3,1,223300260301,1,130,0.25,0,0,0,0.22314355131421,2010
2233002604,2,1,2,3,4,2,223300260402,1,810,1,20000,20000,9.90353755128617,0.693147180559945,2010
2233002604,2,1,2,3,4,2,223300260402,1,130,1,0,0,0,0.693147180559945,2010
2233002604,2,1,2,3,4,2,223300260402,1,630,1,0,0,0,0.693147180559945,2010
2233002604,2,1,2,3,4,2,223300260402,1,210,1,0,0,0,0.693147180559945,2010
2233002604,1,1,2,3,4,2,223300260402,1,810,0.25,8000,32000,8.98732181285012,0.22314355131421,2010
2233002604,3,1,2,3,4,2,223300260402,1,130,2,0,0,0,1.09861228866811,2010
2233002604,3,1,2,3,4,2,223300260402,1,210,2,0,0,0,1.09861228866811,2010
2233002605,1,1,1,NA,NA,1,223300260501,0,810,1,0,0,0,0.693147180559945,2010
2233002605,1,1,1,NA,NA,1,223300260501,0,741,1,20,20,3.04452243772342,0.693147180559945,2010
2233002605,2,2,1,NA,NA,1,223300260501,0,630,0.5,0,0,0,0.405465108108164,2010
2233002605,2,2,1,NA,NA,1,223300260501,0,610,0.5,0,0,0,0.405465108108164,2010
2233002605,2,1,1,NA,NA,1,223300260501,0,210,0.5,0,0,0,0.405465108108164,2010
2233002605,2,1,1,NA,NA,1,223300260501,0,130,0.5,0,0,0,0.405465108108164,2010
2233002607,21,1,1,NA,NA,1,223300260701,1,630,0.25,0,0,0,0.22314355131421,2010
2233002607,21,1,1,NA,NA,1,223300260701,1,130,0.25,0,0,0,0.22314355131421,2010
2233002607,1,1,1,NA,NA,1,223300260701,1,741,0.259999990463257,50000,192307.699361497,10.8197982842103,0.231111713394543,2010
2233002607,1,1,1,NA,NA,1,223300260701,1,210,0.25,0,0,0,0.22314355131421,2010
2233002607,1,1,1,NA,NA,1,223300260701,1,810,0.25,0,0,0,0.22314355131421,2010
2233002608,1,1,2,3,NA,2,223300260802,1,810,0.5,0,0,0,0.405465108108164,2010
2233002608,1,1,2,3,NA,2,223300260802,1,210,0.5,0,0,0,0.405465108108164,2010
2233002608,1,1,2,3,NA,2,223300260802,1,130,0.5,0,0,0,0.405465108108164,2010
2233002608,1,1,2,3,NA,2,223300260802,1,741,0.5,0,0,0,0.405465108108164,2010
2233002608,2,1,2,3,NA,2,223300260802,1,130,0.5,150000,300000,11.9183972397228,0.405465108108164,2010
2233002608,2,1,2,3,NA,2,223300260802,1,210,50,100000,2000,11.5129354649202,3.93182563272433,2010
2233002609,1,6,1,2,4,1,223300260901,1,620,0.25,0,0,0,0.22314355131421,2010
2233002609,1,2,1,2,4,1,223300260901,1,141,0.25,0,0,0,0.22314355131421,2010
2233002609,1,2,1,2,4,1,223300260901,1,150,0.25,0,0,0,0.22314355131421,2010
2233002609,1,3,1,2,4,1,223300260901,1,630,0.5,0,0,0,0.405465108108164,2010
2233002609,1,4,1,2,4,1,223300260901,1,210,0.5,0,0,0,0.405465108108164,2010
2233002609,1,4,1,2,4,1,223300260901,1,130,0.5,0,0,0,0.405465108108164,2010
2233002609,1,5,1,2,4,1,223300260901,1,310,0.5,0,0,0,0.405465108108164,2010
2233002609,1,1,1,2,4,1,223300260901,1,741,1,0,0,0,0.693147180559945,2010
2233002609,1,1,1,2,4,1,223300260901,1,810,1,0,0,0,0.693147180559945,2010
2233002610,1,1,2,3,4,2,223300261002,1,210,0.25,10000,40000,9.21044036697652,0.22314355131421,2010
2233002610,1,1,2,3,4,2,223300261002,1,741,0.25,0,0,0,0.22314355131421,2010
2233002610,1,6,2,3,NA,2,223300261002,1,310,0.300000011920929,0,0,0,0.262364273637436,2010
2233002610,1,4,2,3,NA,2,223300261002,1,141,0.300000011920929,0,0,0,0.262364273637436,2010
2233002610,1,3,2,3,NA,2,223300261002,1,210,0.5,0,0,0,0.405465108108164,2010
2233002610,1,3,2,3,NA,2,223300261002,1,130,0.5,15000,30000,9.61587214452889,0.405465108108164,2010
2233002610,1,2,2,3,NA,2,223300261002,1,630,0.25,0,0,0,0.22314355131421,2010
2233002610,1,7,3,4,NA,3,223300261003,0,630,0.200000002980232,0,0,0,0.182321559277481,2010
2233002610,1,5,2,3,NA,2,223300261002,1,620,0.200000002980232,0,0,0,0.182321559277481,2010
2233002901,1,2,1,2,NA,1,223300290101,0,420,0.100000001490116,36000,359999.994635582,10.4913019948302,0.0953101811589757,2010
2233002901,1,5,1,2,NA,1,223300290101,0,630,0.200000002980232,0,0,0,0.182321559277481,2010
2233002901,1,3,1,2,NA,1,223300290101,0,741,0.300000011920929,0,0,0,0.262364273637436,2010
2233002901,1,1,1,2,NA,1,223300290101,0,210,0.200000002980232,10000,49999.999254942,9.21044036697652,0.182321559277481,2010
2233002901,1,1,1,2,NA,1,223300290101,0,130,0.200000002980232,0,0,0,0.182321559277481,2010
2233002901,21,1,1,2,NA,1,223300290101,0,620,0.5,0,0,0,0.405465108108164,2010
2233002901,1,4,1,2,NA,1,223300290101,0,130,0.200000002980232,0,0,0,0.182321559277481,2010
2233002902,1,2,1,2,3,1,223300290201,0,210,0.75,35000,46666.6666666667,10.463131911492,0.559615787935423,2010
2233002902,1,2,1,2,3,1,223300290201,0,130,0.75,0,0,0,0.559615787935423,2010
2233002902,1,3,1,2,3,1,223300290201,0,141,0.5,0,0,0,0.405465108108164,2010
2233002902,1,3,1,2,3,1,223300290201,0,150,0.5,0,0,0,0.405465108108164,2010
2233002902,1,1,1,2,3,1,223300290201,0,810,0.5,0,0,0,0.405465108108164,2010
2233002902,1,1,1,2,3,1,223300290201,0,741,0.5,0,0,0,0.405465108108164,2010
2233002902,1,4,1,2,3,1,223300290201,0,630,0.25,0,0,0,0.22314355131421,2010
2233002903,1,1,1,2,NA,1,223300290301,0,741,0.25,0,0,0,0.22314355131421,2010
2233002903,1,1,1,2,NA,1,223300290301,0,640,0.25,0,0,0,0.22314355131421,2010
2233002903,1,1,1,2,NA,1,223300290301,0,210,0.25,0,0,0,0.22314355131421,2010
2233002903,21,1,1,2,NA,1,223300290301,0,620,0.5,0,0,0,0.405465108108164,2010
2233002904,2,1,1,2,3,1,223300290401,1,210,0.25,0,0,0,0.22314355131421,2010
2233002904,2,1,1,2,3,1,223300290401,1,130,0.25,0,0,0,0.22314355131421,2010
2233002904,1,1,1,2,3,1,223300290401,1,210,0.5,0,0,0,0.405465108108164,2010
2233002904,1,1,1,2,3,1,223300290401,1,810,0.5,0,0,0,0.405465108108164,2010
2233002904,1,1,1,2,3,1,223300290401,1,741,0.5,25000,50000,10.1266711030504,0.405465108108164,2010
